0,제품명,카테고리,전면사진,후면사진,알레르기성분
6952581463931,빅 입속에서 와다닥 콜라향,간식,https://cdn.011st.com/11dims/resize/600x600/quality/75/11src/product/3940364053/B.jpg,https://thumbnail7.coupangcdn.com/thumbnails/remote/q89/image/vendor_inventory/7a24/d14520e2d0c5c673b6ce17ad26e230368e0a61c9ac42ed9deea7c94644ef.png,없음
6952581463955,빅 입속에서 와다닥 포도향,간식,https://img.danawa.com/prod_img/500000/254/853/img/8853254_1.jpg,https://thumbnail7.coupangcdn.com/thumbnails/remote/q89/image/vendor_inventory/7a24/d14520e2d0c5c673b6ce17ad26e230368e0a61c9ac42ed9deea7c94644ef.png,없음
8801117332808,비틀즈,간식,https://cdn.011st.com/11dims/resize/600x600/quality/75/11src/product/2832443532/B.jpg,https://blog.kakaocdn.net/dn/HSrdj/btrFVhUU31T/9UbDH0NuC6xK3kOGYMY2w0/img.jpg, 돼지고기 대두
4001686372975,하리보 매가 룰렛,간식,https://img.danawa.com/prod_img/500000/774/497/img/12497774_1.jpg,https://blog.kakaocdn.net/dn/R9fHd/btqEhOGE48H/1sL0jbzCeLGEdBoFcRMYSK/img.jpg, 밀 돼지고기
8809098725060,달콤 매콤 네모스넥 매콤한맛,간식,https://m.kakamuka.com/web/product/big/202008/125ba251a1e795e9f1a3efa111fcdffc.jpg,https://thumbnail6.coupangcdn.com/thumbnails/remote/q89/image/vendor_inventory/1bca/10aa0130206de6ddbbee89558a107d4d63534c411163ca72443ced4e8362.jpg, 밀 대두 쇠고기
8809271410653,단짠 단짠 네모스넥 치킨맛,간식,https://thumbnail9.coupangcdn.com/thumbnails/remote/q89/image/vendor_inventory/06cf/782a8f82c87108fe747d57b4b7dd297b3fc19d23737eeb0c3746d14a687a.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFbiV4hWig5XFXw6UTX_ErNDTXmP3ge1-NkQ&s, 밀 대두 우유 닭고기 쇠고기
8801019308246,초코픽,간식,https://img.danawa.com/prod_img/500000/805/522/img/3522805_1.jpg,https://store.img11.co.kr/60596954/e6557550-64db-43c4-beda-f899647d29cd_1684997921152.jpg, 밀 대두 우유 쇠고기
8809788010865,마이포카쮸 밀크맛,간식,https://www.doobuying.com/data/item/2306192142319031/3dd52b034e202aad01df40e71d539325ddfe7d91.jpg,https://image3.exponet.co.kr/images3/25/L527/0254/L5270254_1003.jpg, 우유 밀 대두 돼지고기
8809208062412,새콤짱 포도맛,간식,https://image1.coupangcdn.com/image/vendor_inventory/ad6c/70c78e3044819315319fea256fe499c2389ac33c20e8e824a009ad4e011c.jpg,https://gi.esmplus.com/ygmarket7/%EC%98%81%EA%B4%91%EC%A1%B4%EB%A7%88%ED%8A%B8/%EA%B3%BC%EC%9E%90/%EC%83%88%EC%BD%A4%EC%A7%B1%ED%8F%AC%EB%8F%8445%EC%83%81%EC%84%B8.JPG, 밀 돼지고기
8809208072313,새콤짱 딸기맛,간식,https://sitem.ssgcdn.com/78/12/12/item/1000566121278_i1_750.jpg,https://ai.esmplus.com/gded/y/m/20230620/14/168724040634383f75d4.jpg, 밀 돼지고기
8801117352806,아이셔 츄잉캔디 소다맛,간식,https://m.kakamuka.com/web/product/extra/big/202311/758be9ff4e85033443fa4411bdca2e60.jpg,https://www.hau.bz/x/buyeasy/thumbnail/domeggook/2022/10/04/e39b3a9c14626f8f5f4aee4cd67a308e.jpg,우유 대두 돼지고기
8801117344108,아이셔 츄잉캔디 청사과맛,간식,https://images.emarteveryday.co.kr/images/app/webapps/evd_web2/share/SKU/mall/08/41/8801117344108_1.png,https://www.hau.bz/x/buyeasy/thumbnail/domeggook/2022/10/04/e39b3a9c14626f8f5f4aee4cd67a308e.jpg,우유 대두 돼지고기
8809248771794,초코퐁듀 머쉬멜로우,간식,https://m.daldaldome.com/web/product/big/202404/e939ea9b5a425b3c71d6c23a114dcb78.jpg,https://ai.esmplus.com/gded/s/s/20231130/11/17013124768096de9396.jpg,대두 우유 쇠고기
8801062321773,왓따 콜라,간식,https://img.danawa.com/prod_img/500000/421/337/img/12337421_1.jpg,https://images.emarteveryday.co.kr/images/app/webapps/evd_web2/share/SKU/mall/73/17/8801062321773_3.jpg,대두
8801062016679,왓따 청포도 샤인머스켓,간식,https://img.danawa.com/prod_img/500000/222/060/img/32060222_1.jpg,https://dindin1.cafe24.com/sevenstarmall/maker/lotte/waddagum-shine-muscat-16ea_2.jpg,대두
8801062320837,왓따 복숭아,간식,https://images.emarteveryday.co.kr/images/app/webapps/evd_web2/share/SKU/mall/37/08/8801062320837_1.png,https://image.homeplus.kr/td/00c6532c-3def-4cb7-b586-066d9cf6c14d,대두 복숭아
8801062864133,왓따 맹고말고망고,간식,https://commerce-cdn.firstservice.kr/upload/d679fce4-0341-4b48-9be1-85abc3303f40.jpg,https://cafe24.poxo.com/ec01/lotteconf/mrFXrA3Iojr35OA9fyqItqns/+RMV8/KglILtK7u+NhiuUn7BGEeUyJtBmoHVmNa/D75zKFuIOVjpwQAJqjZCg==/_/web/upload/NNEditor/20230221/78dfcab9fcfbd41905733b9692dfddaf.jpg, 대두
8935001725442,츄파춥스 사워 바이츠,간식,https://godomall.speedycdn.net/2ac6be74e4add1400a2d415ea74927c8/goods/1000006648/image/detail/1000006648_detail_081.jpg,https://static.megamart.com/product/editor/8935/8935001//240305_004.jpg,밀
8801115134213,서울우유 딸기,음료,https://red.lotteon.com/_m2_/_rsc_/LM8801115134435/?sref=http://image.lottemart.com/lim/static_root/images/onlinedescr/images/000173/(%EC%84%9C%EC%9A%B8%EC%9A%B0%EC%9C%A0)%EA%B0%80%EA%B3%B5%EC%9A%B0%EC%9C%A0_%EB%94%B8%EA%B8%B0(%EC%B8%A1%EB%A9%B4)20190819_104231.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmhoweW453iVgWXNTWsZwcZJIdM9-XBDEvyw&s, 우유
8801115135708,서울우유 커피,음료,https://img.danawa.com/prod_img/500000/045/590/img/18590045_1.jpg,https://www.dnmart.co.kr/attach/cont_img_4/19081700095096929_cont.gif, 우유 
8801115114130,서울우유 500ml,음료,https://img.danawa.com/prod_img/500000/094/833/img/3833094_1.jpg?_v=20170331154737,https://www.dnmart.co.kr/attach/cont_img/0_8801115114130_cont.GIF, 우유
8801115114727,서울우유 300ml,음료,https://commerce-cdn.firstservice.kr/upload/6e0fdde1-b28b-4e52-9cf8-4406e80792be.jpg,https://www.dnmart.co.kr/attach/cont_img/0_8801115114130_cont.GIF, 우유
8801115114031,서울우유 200ml,음료,https://cdn.011st.com/11dims/resize/600x600/quality/75/11src/product/510671824/B.jpg,https://www.dnmart.co.kr/attach/cont_img/0_8801115114130_cont.GIF, 우유
8809388463931,이디야 돌체 콜드브루,음료,https://img.danawa.com/prod_img/500000/114/707/img/15707114_1.jpg,https://images.emarteveryday.co.kr/images/app/webapps/evd_web2/share/SKU/mall/31/39/8809388463931_3.jpg, 우유
8809388464464,이디야 바닐라 라떼,음료,https://img.danawa.com/prod_img/500000/022/690/img/16690022_1.jpg,https://img.danawa.com/images/descFiles/5/743/4742435_krNLnZgxig_1624249978743.jpeg, 우유
8809388463917,이디야 카페라떼,음료,https://img.danawa.com/prod_img/500000/012/707/img/15707012_1.jpg,https://thumbnail9.coupangcdn.com/thumbnails/remote/q89/image/retail/images/1644658005063569-94dc7e47-ebcd-4c83-86b8-c10710c3f569.jpg, 우유
8809388463924,이디야 토피넛 시그니처 라떼,음료,https://img.danawa.com/prod_img/500000/315/707/img/15707315_1.jpg,https://gi.esmplus.com/empire1084/home_on/25835_3.jpg, 우유 땅콩
8801115384250,T.O.P 너티 카라멜 에스프레소 라떼,음료,https://img.danawa.com/prod_img/500000/841/426/img/11426841_1.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQfE8xlOoYG3WeFrQyQMJnKRCPtczTRzlGDjw&s, 우유
8801115384212,T.O.P 트리플 에스프레소 라떼,음료,https://img.danawa.com/prod_img/500000/467/362/img/6362467_1.jpg,https://thumbnail6.coupangcdn.com/thumbnails/remote/q89/image/retail/images/4537447484469492-04dc5e0e-2ab9-435f-890d-0f40a1ed731f.jpg, 우유
8801115381761,T.O.P 볼드 에스프레소 라떼,음료,https://contents.lotteon.com/itemimage/20240604102223/LM/88/01/11/53/81/76/1_/00/1/LM8801115381761_001_1.jpg,https://gi.esmplus.com/iqmart/sang/maxim_top_bold_300ml_sang.jpg, 우유
8801115381754,T.O.P 마일드 에스프레소 라떼,음료,https://sitem.ssgcdn.com/19/71/50/item/1000023507119_i1_750.jpg,https://cdn.011st.com/11dims/quality/75/11src/http://ai.esmplus.com/sambufnb/OpenMarket/2018/TOP/CupCoffee/MaximTop_Cup_300mild_spec.jpg, 우유
