GTIN,상품명(국문),카테고리,보정이미지 1000 JPG,썸네일 250 PNG,원재료 전체텍스트
8801043015981,신라면 큰사발면,라면,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F4bc5fa83-b824-4c06-f301-8b5dbd7ee938%2F4bc5fa83-b824-4c06-f301-8b5dbd7ee938_front_angle_1000.jpg?alt=media&token=03db0b1d-4249-4ccd-a732-e35af2ada455,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F4bc5fa83-b824-4c06-f301-8b5dbd7ee938%2F4bc5fa83-b824-4c06-f301-8b5dbd7ee938_front_angle_250.png?alt=media&token=94dea2b3-88a0-4594-939e-4b14b9624c5e,"면[소맥분(밀:호주산, 미국산), 팜유(말레이시아산), 감자전분(덴마크산), 변성전분, 난각칼슘, 정제염, 이스트조미액, 면류첨가알칼리제(산도조절제), 혼합제제(산도조절제), 올리고녹차풍미액, 비타민B2.],스프류[복합조미간장분ㄴ말, 정제염, 버섯풍미분말, 정백당, 비프조미분, 변성전분, 매운탕분말, 사골된장분말, 양파풍미분, 생고추조미분말, 칠리맛조미분, 수육조미분, 포도당, 양념구이조미분, 볶음양념분, 후추가루, 조미양념분, 분말된장, 사골추출물분말, 마늘추출물분말, 육수조미분말, 5'-리보뉴클레오티드이나트륨, 호박산이나트륨, 양파조미베이스, 장국양념분말, 다시마정미추출분말, 매운맛조미분, 고춧가루, 분말카라멜(카라멜색소, 물엿분말), 생강추출물분말, 조미단백, 건파, 건표고버섯, 건당근, 건청경채, 조미건조홍고추.]"
8801043016049,짜파게티큰사발면,라면,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fafab22f2-b71b-4787-8589-fa03a0f32bd7%2Fafab22f2-b71b-4787-8589-fa03a0f32bd7_front_angle_1000.jpg?alt=media&token=0b905a6b-43c4-4634-9305-d3f1e546aa3f,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fafab22f2-b71b-4787-8589-fa03a0f32bd7%2Fafab22f2-b71b-4787-8589-fa03a0f32bd7_front_angle_250.png?alt=media&token=8e10cfeb-10f5-4202-a1cf-dda770d16fc1,"면/소맥분(호주산, 미국산), 감자전분(독일산), 팜유(말레이시아산), 변성전분, 식물성풍미유, 난각칼슘, 정제염, 풍미조미소스, 면류첨가알칼리제(산도조절제), 혼합제제(산도조절제), 올리고녹차풍미액, 비타민B2	스프류/정백당, 분말짜장, 짜장풍미료, 볶음조미감자분, 호화감자전분, 분말카라멜2호(카라멜색소, 물엿분말), 볶음조미소맥분, 분말카라멜3호(카라멜색소, 물엿분말, 효소처리스테비아), 짜장베이스, 야채오일분말, 육수맛조미베이스, 볶음양파분, 발효사과분말, 짜장베이스분말, 매운맛풍미분, 양파비프조미분, 5'-리보뉴클레오티드이나트륨, 비프양념분말, 대두단백, 조미볶음양파, 건양배추"
8801043016070,튀김우동큰사발면,라면,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F809e1ac8-3ce2-4d11-62e0-1926d885c306%2F809e1ac8-3ce2-4d11-62e0-1926d885c306_front_angle_1000.jpg?alt=media&token=3807b6f4-b724-401d-be35-7cefc7ac5a21,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F809e1ac8-3ce2-4d11-62e0-1926d885c306%2F809e1ac8-3ce2-4d11-62e0-1926d885c306_front_angle_250.png?alt=media&token=264de5c4-0d91-4cb7-adad-a081c2893f12,"면[소맥분(밀:호주산), 팜유(말레이시아산), 감자전분(덴마크산), 변성전분, 식물성풍미유, 난각칼슘, 정제염, 면류첨가알칼리제(산도조절제), 혼합제제(산도조절제), 올리고녹차풍미액, 비타민B2.]스프류[맛포튀김, 정제염, 정백당, 다랑어추출물분말, 포도당, 조미양조간장분말, 아미노산풍미분말, 아미노산베이스, 우동풍미분말, 복합조미간장분말, 5'-리보뉴클레오티드이나트륨, 물엿분말, 김후레이크, 분말카라멜(물엿분말, 카라멜색소), 육수맛조미베이스, 후추가루, 김추출물분말, 멸치조미분, 고춧가루, 양파풍미분, 호박산이나트륨, 소용돌이맛살, 건조반달오뎅, 건미역, 건파, 조미건조홍고추.]"
8801043031431,쫄병 매콤한맛,과자,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F944567db-6db2-4167-c174-025466398dca%2F944567db-6db2-4167-c174-025466398dca_front_angle_1000.jpg?alt=media&token=3a5e0d6a-27e1-43f9-9afb-1d4122cca7da,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F944567db-6db2-4167-c174-025466398dca%2F944567db-6db2-4167-c174-025466398dca_front_angle_250.png?alt=media&token=4ad1188b-ccb3-49dd-aef1-c29ee9284b42,"소맥분(밀:미국산, 호주산), 팜유(말레이시아산), 옥수수전분{옥수수:외국산(러시아, 헝가리, 세르비아 등)}, 매콤한맛조미분말(미립당, 떡볶이맛조미분말, 마늘추출물분말, 육수맛조미베이스, 고추풍미료), 떡볶이페이스트, 정백당, 정제염, 감자전분, 효소처리스테비아, 글리신, 혼합제제(한천, 아라비아검, 로커스트콩검)"
8801043035989,새우깡,과자,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fe48c87ce-cc0c-4d88-9190-34c39f36a483%2Fe48c87ce-cc0c-4d88-9190-34c39f36a483_front_angle_1000.jpg?alt=media&token=17ecfb06-fe53-44b3-ab0b-2959cf0514c7,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fe48c87ce-cc0c-4d88-9190-34c39f36a483%2Fe48c87ce-cc0c-4d88-9190-34c39f36a483_front_angle_250.png?alt=media&token=476be885-4563-48ed-994e-da3cb348895d,"소맥분(밀;미국산), 미강유(태국산), 옥수수전분{옥수수;외국산(러시아,헝가리,세르비아 등)}, 새우(국산 50%, 미국산 50%), 팜유, 맛베이스조미분말{건새우분말(새우;중국산), 새우추출물분말(새우;미국산)}, 혼합제제(타피오카산화전분, 말토덱스트린), 새우풍미유, 염미시즈닝"
8801043040990,쫄병 안성탕면맛,과자,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fb204d5d4-d8dc-4333-98e4-3b074bd4dd1b%2Fb204d5d4-d8dc-4333-98e4-3b074bd4dd1b_front_angle_1000.jpg?alt=media&token=0dfbd021-4caa-410f-8687-41a06ad4ed1f,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fb204d5d4-d8dc-4333-98e4-3b074bd4dd1b%2Fb204d5d4-d8dc-4333-98e4-3b074bd4dd1b_front_angle_250.png?alt=media&token=9b450e0e-7b64-46cb-9f03-5d642afbd3c3,"소맥분(밀:미국산, 호주산), 팜유(말레이시아산), 옥수수전분{옥수수:외국산(러시아, 헝가리, 세르비아 등)}, 안성탕면맛시즈닝, 계란스크램블, 숯불바베큐맛소스, 정백당, 정제염, 우골농축액, 조미된장분말, 볶음된장분말, 감자전분, 다시마조미분말, 효소처리스테비아, 글리신, 혼합제제(한천, 아라비아검, 로커스트콩검)"
8801043048774,쫄병 짜파게티맛,과자,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F2c2070eb-8773-42bc-9be5-cd472df26ad7%2F2c2070eb-8773-42bc-9be5-cd472df26ad7_front_angle_1000.jpg?alt=media&token=34cf672d-cd15-4b85-95d7-b67edee66715,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F2c2070eb-8773-42bc-9be5-cd472df26ad7%2F2c2070eb-8773-42bc-9be5-cd472df26ad7_front_angle_250.png?alt=media&token=e80e4840-006e-4828-adbb-76b4fa4eec80,"소맥분(밀:미국산, 호주산), 팜유(말레이시아산), 옥수수전분{옥수수:외국산(러시아, 헝가리, 세르비아 등)}, 짜파게티맛시즈닝, 간짜장페이스트, 미트맛볼, 정백당, 정제염, 올리브조미유, 감자전분, 카라멜색소, 덱스트린, 효소처리스테비아, 글리신, 혼합제제(한천, 아라비아검, 로커스트콩검), 비타민B1염산염, 합성향료"
8801045520117,진라면 순한맛,라면,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fdf5417e2-02ba-4c34-a6b1-7bb1a2292e80%2Fdf5417e2-02ba-4c34-a6b1-7bb1a2292e80_front_angle_1000.jpg?alt=media&token=9721d395-78fb-4c9e-bc20-24522756a24c,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fdf5417e2-02ba-4c34-a6b1-7bb1a2292e80%2Fdf5417e2-02ba-4c34-a6b1-7bb1a2292e80_front_angle_250.png?alt=media&token=862af417-3784-4fdf-859a-a3fedf3bb14e,"스프류:정제소금,백설탕,참맛사골양념분말,사골양념분말,참맛양지분말,조미육수분말,비프베이스분말,육수추출농축분말,맛베이스,간장양념베이스,간장분말,감칠맛베이스,진한감칠맛분,오뚜기참치간장분말,참맛볶음장분말,쇠고기육수분말,향미증진제,복합양념분말,볶음향미분말,홍고추분말,포도당,오뚜기비프시즈닝,육수맛조미분,조미야채분말,볶음마늘분,고추맛베이스,후추분말,마늘농축조미분,숙성마늘맛분,감칠맛조미분,로스팅조미분말,유지혼합분말,옥수수전분,이스트추출물분말,참맛효모조미분말,매운고추양념분말,영양강화제,칠리혼합추출물,조미쇠고기맛후레이크,건파,건당근,건표고버섯,건청경채,건미역,면:소맥분(밀:미국산,호주산),변성전분,팜유(말레이시아산),감자전분(외국산:덴마크,프랑스,독일등),글루텐,정제소금,유화유지,난각분말,육수추출농축액,마늘시즈닝,이스트엑기스,면류첨가알칼리제 ( 산도조절제 ),구아검,비타민 B2,녹차풍미유"
8801045520124,진라면 매운맛,라면,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F387cfcf7-fe51-4dd2-dcaf-df8207e6dc6c%2F387cfcf7-fe51-4dd2-dcaf-df8207e6dc6c_front_angle_1000.jpg?alt=media&token=54af2cbc-732d-4403-afde-c35db471e7f5,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F387cfcf7-fe51-4dd2-dcaf-df8207e6dc6c%2F387cfcf7-fe51-4dd2-dcaf-df8207e6dc6c_front_angle_250.png?alt=media&token=93034cfa-22cd-4eaf-a4ba-a87b4060db0c,"면[소맥분(밀:미국산, 호주산), 변성전분, 팜유(말레이시아산), 감자전분(외국산:덴마크, 프랑스, 독일 등), 글루텐, 정제소금, 마늘시즈닝, 난각분말, 유화유지, 면류첨가알칼리제(산도조절제), 이스트엑기스, 육수추출농축액, 녹차풍미유, 비타민B2],스프류[정제소금, 설탕, 포도당, 복합양념분말, 숙성마늘맛분, 간장분말, 볶음양념분말, 육수맛분말, 마늘농축조미분, 고추맛베이스, 로스팅맛분말, 쇠고기육수분말, 조미육수분말, 참맛양념분말, 발효복합분, 진한감칠맛분, 후추분말, 칠리맛분말, 고춧가루, 감칠맛분말, 참맛버섯양념분말, 버섯야채조미분말, 오뚜기참치간장분말, 감칠맛베이스, 로스팅조미분말, 맛베이스, 향미증진제, 볶음마늘분, 육수맛조미분, 육수추출농축분말, 참맛효모조미분말, 숙성양념분말, 칠리추출물, 구아검, 칠리혼합추출물, 산도조절제, 고추농축소스, 조미쇠고기맛후레이크, 건당근, 건청경채, 건파, 건표고버섯, 건고추입자]"
8801045525235,참깨라면,라면,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F057695bc-f203-4519-ad84-37a8abfbbbc9%2F057695bc-f203-4519-ad84-37a8abfbbbc9_front_angle_1000.jpg?alt=media&token=8087e6b3-d947-4448-a70c-6ce7467aa22b,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F057695bc-f203-4519-ad84-37a8abfbbbc9%2F057695bc-f203-4519-ad84-37a8abfbbbc9_front_angle_250.png?alt=media&token=1cde6205-d0fe-44d5-bcc6-a905612a83cb,"스프류:계란블럭 { 계란 ( 국산 ), 덱스트린 , 파 , 물엿 , 계란지단 },정제소금,포도당,간장분말,고추맛추출기름,참기름,고춧가루,콩기름,전분,간장베이스,감칠맛베이스,정백당,쇠고기육수분말,참맛매운양념분말,다대기양념분말,사태양념분말,매운고추양념분말,조미육수분말,알파옥수수분말,후추분말,볶음마늘분말,참맛사골양념분말,버섯야채조미분말,얼큰한맛찌개분,혼합야채분말,마늘양념분말,볶음참깨분말,향미증진제,이스트추출물분말,사골농축분말,매운칠리추출물,칠리추출물,산도조절제,건파,볶음참깨,건미역,구운김,[ 소맥분 ( 밀 ), 탈지대두 ( 대두 ), 전란 ( 계란 ), 유당 ( 우유 )],참깨 ( 수입산 ),면:소맥분(미국산,호주산),변성전분,팜유(말레이시아산),감자전분,글루텐,정제소금,면류첨가알칼리제 ( 산도조절제 ),유화유지,난각분말,마늘시즈닝,볶음참깨분말,구아검,비타민 B2,녹차풍미유,참깨 ( 수입산 )"
8801045570068,진라면 Cup 순한맛,라면,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F64b759f4-1c32-4a07-8807-10ed7c47f399%2F64b759f4-1c32-4a07-8807-10ed7c47f399_front_angle_1000.jpg?alt=media&token=ed86b278-498e-4c6a-9dd9-785634670690,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F64b759f4-1c32-4a07-8807-10ed7c47f399%2F64b759f4-1c32-4a07-8807-10ed7c47f399_front_angle_250.png?alt=media&token=eb46ca4a-b944-4430-af35-ed8d0a69816a,"면[소맥분(밀:미국산,호주산), 변성전분, 팜유(말레이시아산), 고올레산해바라기유(외국산:아르헨티나,스페인,프랑스 등), 정제소금, 기타 식용유지가공품, 글루텐, 마늘시즈닝, 유화유지, 면류첨가알칼리제(산도조절제), 비타민B2, 녹차풍미유],스프류[참맛육수분말, 진한육수분말, 조미육수분말, 복합양념분말, 마늘양념분말, 간장양념베이스, 간장분말, 진한감칠맛분, 조미야채분말, 정제소금, 감칠맛조미분, 참맛볶음장분말, 설탕, 옥수수전분, 기타 식용유지가공품, 유지혼합분말, 고춧가루, 향미증진제, 영양강화제, 후추분말, 조미쇠고기맛후레이크, 건당근, 건청경채, 건파, 건표고버섯, 건미역]"
8801045570082,진라면 Cup 매운맛,라면,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F691c332e-52c8-47a5-9f9f-c388d01d512b%2F691c332e-52c8-47a5-9f9f-c388d01d512b_front_angle_1000.jpg?alt=media&token=68b6a4a6-1de5-404d-b9e0-5fda4d6220d0,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F691c332e-52c8-47a5-9f9f-c388d01d512b%2F691c332e-52c8-47a5-9f9f-c388d01d512b_front_angle_250.png?alt=media&token=e58481d3-3f8d-4fc9-af39-40c3be71556c,"면[소맥분(밀:미국산,호주산), 변성전분, 팜유(말레이시아산), 고올레산해바라기유(외국산:아르헨티나,스페인,프랑스 등), 정제소금, 기타 식용유지가공품, 글루텐, 마늘시즈닝, 유화유지, 면류첨가알칼리제(산도조절제), 비타민B2, 녹차풍미유],스프류[포도당, 참맛매운육수분말, 정제소금, 설탕, 숙성마늘맛분, 간장분말, 복합지미분, 발효복합분, 로스팅육수분말, 기타 식용유지가공품, 옥수수전분, 칠리맛분말, 볶음마늘분, 고춧가루, 향미증진제, 후추분말, 구아검, 칠리추출물, 고추농축소스, 산도조절제, 조미쇠고기맛후레이크, 건당근, 건청경채, 건파, 건표고버섯, 건고추입자"
8801045570419,참깨라면,라면,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F3c0b7f79-1141-434d-6e0b-0ee7c8ad7f72%2F3c0b7f79-1141-434d-6e0b-0ee7c8ad7f72_front_angle_1000.jpg?alt=media&token=2dc9a17a-ed8e-4294-9da5-e04d3d0835da,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F3c0b7f79-1141-434d-6e0b-0ee7c8ad7f72%2F3c0b7f79-1141-434d-6e0b-0ee7c8ad7f72_front_angle_250.png?alt=media&token=3473d193-7b37-4d7a-8984-3369d30b4686,"면[소맥분(밀:미국산, 호주산), 변성전분, 팜유(말레이시아산), 감자전분(외국산:덴마크, 프랑스, 독일 등), 볶음참깨분말, 정제소금, 사골엑기스, 글루텐, 유화유지, 면류첨가알칼리제(산도조절제), 난각분말, 비타민B2, 녹차풍미유],스프류[고소한참깨계란블럭{계란, 파, 덱스트린, 물엿, 볶음참깨}, 정제소금, 식물성유지, 포도당, 고추맛추출기름, 간장분말, 참기름, 옥수수전분, 고춧가루, 간장베이스, 참맛육수분말, 고소한맛풍미유, 설탕, 매운고추양념분말, 알파옥수수분말, 후추분말, 쇠고기베이스분말, 혼합야채분, 볶음마늘분, 마늘양념분말, 향미증진제, 볶음참깨분말, 고소한향미분말, 효모조미분, 식물성크림, 로스팅조미분말, 매운칠리추출물, 칠리추출물, 건파, 건미역, 구운김],* 특정성분: 면 중 참깨1.7%(외국산: 인도, 파키스탄, 나이지리아 등), 스프류 중 참깨2.0%(외국산:인도, 파키스탄, 나이지리아 등)"
8801045571362,진라면 순한맛,라면,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F2686b1b8-d913-4609-c434-da9d827446e2%2F2686b1b8-d913-4609-c434-da9d827446e2_front_angle_1000.jpg?alt=media&token=8c7a6e5e-580c-4da3-a3c0-db74bb5d135c,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F2686b1b8-d913-4609-c434-da9d827446e2%2F2686b1b8-d913-4609-c434-da9d827446e2_front_angle_250.png?alt=media&token=2444f3cd-a33e-4488-a1ec-f9392b6d1818,"면[소맥분(밀:미국산, 호주산), 변성전분, 팜유(말레이시아산), 글루텐, 정제소금, 마늘시즈닝, 치킨추출농축액, 야채추출물, 난각분말, 면류첨가알칼리제(산도조절제), 비타민B2, 녹차풍미유],스프류[참맛육수분말, 참맛베이스14호(정제소금:국산) 육수조미베이스(정제소금:국산)], 참맛양지분말, 육수맛조미분, 조미육수분말, 치킨추출농축분말, 쇠고기향미분말, 복합양념분말, 마늘양념분말, 고춧가루, 진한감칠맛분, 설탕, 조미야채분말, 성제소금, 매운볶음베이스, 감칠맛조미분, 참맛볶음장분말, 옥수수전분, 기타 식용유지가공품, 유지혼합분말, 향미증진제, 영양강화제, 후추분말, 조미쇠고기맛후레이크, 건조채심, 건당근, 건파, 건표고버섯, 건미역]"
8801045571638,진라면 매운맛,라면,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F4bfcd7de-e072-4fb6-43bb-e29270901756%2F4bfcd7de-e072-4fb6-43bb-e29270901756_front_angle_1000.jpg?alt=media&token=fd873ee5-c99c-4f16-ab4a-f275d2c4fc16,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F4bfcd7de-e072-4fb6-43bb-e29270901756%2F4bfcd7de-e072-4fb6-43bb-e29270901756_front_angle_250.png?alt=media&token=5d68d113-76d1-47c4-a1f2-501be2a36f95,"면[소맥분(밀:미국산, 호주산), 변성전분, 팜유(말레이시아산), 글루텐, 정제소금, 마늘시즈닝, 치킨추출농축액, 야채추출물, 난각분말, 면류첨가알칼리제(산도조절제), 비타민B2, 녹차풍미유],스프류[참맛매운육수분말[참맛베이스15호{정제소금(국산)}, 마늘(중국산)], 포도당, 발효복합분, 복합지미분, 숙성마늘맛분, 마늘양념분말, 볶음마늘분, 설탕, 간장분말, 기타 식용유지가공품, 정제소금, 효모조미분, 칠리맛분말, 옥수수전분, 쇠고기간장분말, 쇠고기향미분말, 후추분말, 고춧가루, 구아검, 조미아미노산분말, 향미증진제, 칠리추출물, 고추농축소스, 산도조절제, 건파, 조미쇠고기맛후레이크, 건당근, 건표고버섯, 건조채심, 건고추입자]"
8801045572833,참깨라면 Cup,라면,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fdc76c4c5-9fe4-489d-9e22-a1c86a60aadc%2Fdc76c4c5-9fe4-489d-9e22-a1c86a60aadc_front_angle_1000.jpg?alt=media&token=f11b9c84-c7f7-4fe8-9d44-45db1c7e8900,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fdc76c4c5-9fe4-489d-9e22-a1c86a60aadc%2Fdc76c4c5-9fe4-489d-9e22-a1c86a60aadc_front_angle_250.png?alt=media&token=c8b816eb-efb6-442e-9c1e-d489f182979b,"*면: 소맥분(밀:미국산,호주산), 변성전분, 팜유(말레이시아산), 고올레산해바라기유(외국산:아르헨티나,스페인,프랑스 등), 볶음참깨분말, 식용유지가공품, 정제소금, 사골추출물, 글루텐, 유화유지, 난각분말, 면류첨가알칼리제(산도조절제), 비타민B₂, 녹차풍미유	*스프류: 고소한참깨계란블럭{계란(국산), 덱스트린, 파(중국산), 물엿, 볶음참깨}, 정제소금, 참기름, 포도당, 간장분말, 고추맛추출기름, 고춧가루, 간장베이스, 옥수수전분, 식물성유지, 매운고추양념분말, 참맛육수분말, 복합지미분, 감칠맛엑기스, 백설탕, 쇠고기베이스분말, 사태양념분말, 조미육수분말, 고소한맛풍미유, 후추분말, 혼합야채분, 볶음마늘분, 조미쇠고기분말, 마늘양념분말, 향미증진제, 볶음참깨분말, 다대기양념분말, 유지혼합분말, 구아검, 구운김, 매운칠리추출물, 칠리추출물	*특정성분 : 면 중 참깨1.7%(외국산:인도,파키스탄,나이지리아 등), 스프류 중 참깨5.1%(외국산:인도,파키스탄,나이지리아 등)"
8801056002701,이프로 부족할때 복숭아,음료,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F60b91a5a-6b10-46dd-bf25-264b8715be26%2F60b91a5a-6b10-46dd-bf25-264b8715be26_front_angle_1000.jpg?alt=media&token=7daa000a-e9cb-4ec3-ab94-68491c53221f,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F60b91a5a-6b10-46dd-bf25-264b8715be26%2F60b91a5a-6b10-46dd-bf25-264b8715be26_front_angle_250.png?alt=media&token=3c2fa2ae-7e5d-4ddc-899a-a17e4c74ab5f,"정제수, 기타과당, 복숭아청징농축액(이스라엘산), 구연산, 합성향료(복숭아향), 구연산삼나트륨, 효소처리루틴"
8801056018900,칸타타 스위트 아메리카노,음료,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F680646fb-1c82-45b6-a73a-a9cc8ab692c8%2F680646fb-1c82-45b6-a73a-a9cc8ab692c8_front_angle_1000.jpg?alt=media&token=3c4a47dc-5114-49a5-9a74-91fdc61270b6,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F680646fb-1c82-45b6-a73a-a9cc8ab692c8%2F680646fb-1c82-45b6-a73a-a9cc8ab692c8_front_angle_250.png?alt=media&token=a9d98221-e13d-4e56-8128-6ac857def762,"정제수, 칸타타원두커피추출액(커피원두:에티오피아 50%, 콜롬비아 30%, 브라질 20%), 설탕, 커피추출농축액A(브라질산), 커피추출농축액B(콜롬비아산), 합성향료(커피향) 3종, 탄산수소나트륨, L-아스코브산나트륨 *커피 고형분 0.90%"
8801056018948,칸타타 프리미엄 라떼,음료,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Ff1d43570-41f5-487b-8be1-abc38e13991e%2Ff1d43570-41f5-487b-8be1-abc38e13991e_front_angle_1000.jpg?alt=media&token=6435979c-f249-4724-b29e-6dc689d5695a,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Ff1d43570-41f5-487b-8be1-abc38e13991e%2Ff1d43570-41f5-487b-8be1-abc38e13991e_front_angle_250.png?alt=media&token=4b11d839-9909-4aaf-98e2-6ce8822cc649,"정제수, 칸타타원두커피추출액(커피원두:에티오피아50%,콜롬비아30%,브라질20%), 우유(국산), 설탕, 커피추출농축액A(브라질산), 혼합분유(탈지분유, 유청분말:네덜란드산), 커피추출농축액B(콜롬비아산), 탄산수소나트륨, 합성향료(커피향2종, 우유향), 유화제2종, L-아스코브산나트륨 *커피고형분:0.94%"
8801056018979,레쓰비 마일드 커피,음료,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F2bd9c205-e728-4b03-f47d-a5e35848f98e%2F2bd9c205-e728-4b03-f47d-a5e35848f98e_front_angle_1000.jpg?alt=media&token=f88306ae-72fa-4961-a0d9-160d7dc10c60,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F2bd9c205-e728-4b03-f47d-a5e35848f98e%2F2bd9c205-e728-4b03-f47d-a5e35848f98e_front_angle_250.png?alt=media&token=2d5c491d-d5d3-43a3-951d-8d165279d23e,"정제수, 설탕, 혼합분유(탈지분유, 유청분말:네덜란드산), 인스턴트커피(브라질 70%, 베트남 30%), 전지분유(국산), 탄산수소나트륨, 합성향료(밀크향, 커피향), 유화제, 정제소굼, 아세설팜칼륨(감미료), 수크랄로스(감미료)"
8801056038861,롯데 핫식스,음료,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F90510464-a0c5-42e9-866c-2221182f3785%2F90510464-a0c5-42e9-866c-2221182f3785_front_angle_1000.jpg?alt=media&token=1a94b582-b8c0-4513-a592-0741a9e4d16a,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F90510464-a0c5-42e9-866c-2221182f3785%2F90510464-a0c5-42e9-866c-2221182f3785_front_angle_250.png?alt=media&token=085147c0-195f-425f-b1e5-7c8d862b9c27,"정제수,기타과당,이산화탄소,과라나추출물(브라징산),타우린,구연산,구연산나트륨,비타민C,가시오가피추출농축액(국산),이노시톨,홍삼농축액(국산),합성향료(혼합과일향),혼합제제(L-이소로이신,L-발린,L-로이신),홍차추출분말(스리랑카산),혼합제제(니코틴산아미드,비타민B6,염산염,판토텐산칼슘,비타민B2)"
8801056094591,콘트라베이스 블랙,음료,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F2f7e7186-41de-43d5-2cd2-19af3302cb34%2F2f7e7186-41de-43d5-2cd2-19af3302cb34_front_angle_1000.jpg?alt=media&token=31173977-3d1f-47ea-a06b-7227f2242dd5,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F2f7e7186-41de-43d5-2cd2-19af3302cb34%2F2f7e7186-41de-43d5-2cd2-19af3302cb34_front_angle_250.png?alt=media&token=c01a433c-48bd-481c-b69e-0ce95afe07f4,"정제수, 콘트라베이스원두커피추출액(커피원두 : 에티오피아 50%, 브라질 50%), 커피추출농축액A(브라질산), 커피추출농축액B(콜롬비아산), 합성향료(커피향), 탄산수소나트륨, L-아스코브산나트륨 *커피 고형분 : 1.0% "
